sciname,comname,iucn_sid,cat_code
Neomerinthe amplisquamiceps,NA,NA,NE
Neosebastes entaxis,NA,NA,NE
Satyrichthys welchi,NA,NA,NE
Jaydia melanopus,NA,NA,NE
Arnoglossus waitei,NA,NA,NE
Crossorhombus azureus,NA,NA,NE
Kamoharaia megastoma,NA,NA,NE
Brachirus annularis,NA,NA,NE
Pseudomonacanthus elongatus,NA,NA,NE
Thamnaconus hypargyreus,NA,NA,NE
Coelorinchus maculatus,NA,NA,NE
Hymenocephalus longibarbis,NA,NA,NE
Scorpaenodes smithi,NA,NA,NE
Congresox talabon,NA,NA,NE
Echidna rhodochilus,NA,NA,NE
Congresox talabonoides,NA,NA,NE
Psychrolutes phrictus,NA,NA,NE
Eustomias achirus,NA,NA,NE
Plicofollis argyropleuron,NA,NA,NE
Netuma bilineata,NA,NA,NE
Eustomias dendriticus,NA,NA,NE
Eustomias schmidti,NA,NA,NE
Neovespicula depressifrons,NA,NA,NE
Leptostomias longibarba,NA,NA,NE
Melanostomias melanopogon,NA,NA,NE
Melanostomias niger,NA,NA,NE
Howella brodiei,NA,NA,NE
Bathygobius cyclopterus,NA,NA,NE
Aristostomias grimaldii,NA,NA,NE
Pseudogobius javanicus,NA,NA,NE
Caristius macropus,NA,NA,NE
Amphiprion bicinctus,NA,NA,NE
Amphiprion ephippium,NA,NA,NE
Amphiprion sebae,NA,NA,NE
Chromis cinerascens,NA,NA,NE
Callionymus limiceps,NA,NA,NE
Lepidotrigla guentheri,NA,NA,NE
Lepidotrigla microptera,NA,NA,NE
Malakichthys griseus,NA,NA,NE
Dascyllus flavicaudus,NA,NA,NE
Argyrosomus japonicus,NA,NA,NE
Aspericorvina jubata,NA,NA,NE
Dascyllus marginatus,NA,NA,NE
Neoglyphidodon oxyodon,NA,NA,NE
Anoplogaster brachycera,NA,NA,NE
Austronibea oedogenys,NA,NA,NE
Paracentropogon longispinis,NA,NA,NE
Johnius trachycephalus,NA,NA,NE
Otolithoides pama,NA,NA,NE
Scorpaenopsis cirrosa,NA,NA,NE
Paraplotosus albilabris,NA,NA,NE
Oxyporhamphus micropterus,NA,NA,NE
Niphon spinosus,NA,NA,NE
Selenotoca multifasciata,NA,NA,NE
Pterycombus petersii,NA,NA,NE
Chromis flavomaculata,NA,NA,NE
Chromis nigroanalis,NA,NA,NE
Chromis notata,NA,NA,NE
Chromis opercularis,NA,NA,NE
Chromis trialpha,NA,NA,NE
Chrysiptera parasema,NA,NA,NE
Chrysiptera springeri,NA,NA,NE
Chrysiptera taupou,NA,NA,NE
Neopomacentrus filamentosus,NA,NA,NE
Neopomacentrus nemurus,NA,NA,NE
Pomacentrus adelus,NA,NA,NE
Pomacentrus auriventris,NA,NA,NE
Pomacentrus caeruleus,NA,NA,NE
Pomacentrus cuneatus,NA,NA,NE
Pomacentrus imitator,NA,NA,NE
Pomacentrus littoralis,NA,NA,NE
Pomacentrus melanochir,NA,NA,NE
Pomacentrus stigma,NA,NA,NE
Luciobrotula bartschi,NA,NA,NE
Pomacentrus trilineatus,NA,NA,NE
Neobythites purus,NA,NA,NE
Lioscorpius longiceps,NA,NA,NE
Scorpaena izensis,NA,NA,NE
Scorpaena neglecta,NA,NA,NE
Sphyraena waitii,NA,NA,CR
Sphyraena waitii,NA,NA,DD
Sphyraena waitii,NA,NA,EN
Acanthaphritis barbata,NA,NA,NE
Callionymus sublaevis,NA,NA,NE
Arnoglossus elongatus,NA,NA,NE
Hoplobrotula armata,NA,NA,NE
Cymbacephalus bosschei,NA,NA,NE
Psettina iijimae,NA,NA,NE
Aetomylaeus milvus,NA,NA,NE
Valenciennea limicola,NA,NA,NE
Valenciennea randalli,NA,NA,NE
Valenciennea immaculata,NA,NA,NE
Heteroconger hassi,NA,NA,NE
Synchiropus morrisoni,NA,NA,NE
Synchiropus splendidus,NA,NA,NE
Calloplesiops altivelis,NA,NA,NE
Apogonichthyoides timorensis,NA,NA,NE
Labracinus cyclophthalmus,NA,NA,NE
Lachneratus phasmaticus,NA,NA,NE
Cryptocentrus fasciatus,NA,NA,NE
Amblyeleotris ogasawarensis,NA,NA,NE
Gorgasia preclara,NA,NA,NE
Heteroconger perissodon,NA,NA,NE
Manonichthys splendens,NA,NA,NE
Pseudanthias bimaculatus,NA,NA,NE
Synchiropus picturatus,NA,NA,NE
Fibramia thermalis,NA,NA,NE
Myripristis randalli,NA,NA,NE
Onuxodon fowleri,NA,NA,NE
Pseudolabrus japonicus,NA,NA,NE
Assessor macneilli,NA,NA,NE
Fusigobius longispinus,NA,NA,NE
Cheilodipterus alleni,NA,NA,NE
Cheilodipterus intermedius,NA,NA,NE
Cheilodipterus nigrotaeniatus,NA,NA,NE
Moringua ferruginea,NA,NA,NE
Apterichtus klazingai,NA,NA,NE
Brachysomophis cirrocheilos,NA,NA,NE
Brachysomophis crocodilinus,NA,NA,NE
Callechelys catostoma,NA,NA,NE
Callechelys marmorata,NA,NA,NE
Hyporhamphus dussumieri,NA,NA,NE
Richardsonichthys leucogaster,NA,NA,NE
Caracanthus unipinna,NA,NA,NE
Neoaploactis tridorsalis,NA,NA,CR
Neoaploactis tridorsalis,NA,NA,DD
Neoaploactis tridorsalis,NA,NA,EN
Apogon talboti,NA,NA,NE
Pempheris analis,NA,NA,NE
Pempheris schwenkii,NA,NA,NE
Atrobucca brevis,NA,NA,NE
Parabembras curtus,NA,NA,NE
Chlorophthalmus acutifrons,NA,NA,NE
Neobythites sivicola,NA,NA,NE
Apogon crassiceps,NA,NA,NE
Suggrundus meerdervoortii,NA,NA,NE
Polymixia japonica,NA,NA,NE
Ratabulus megacephalus,NA,NA,NE
Apogon erythrinus,NA,NA,NE
Sphyraena pinguis,NA,NA,NE
Ostorhinchus chrysotaenia,NA,NA,NE
Symphysanodon katayamai,NA,NA,NE
Amioides polyacanthus,NA,NA,NE
Hoplolatilus marcosi,NA,NA,NE
Branchiostegus albus,NA,NA,NE
Erythrocles scintillans,NA,NA,NE
Upeneus subvittatus,NA,NA,NE
Pempheris japonica,NA,NA,NE
Plectorhinchus cinctus,NA,NA,NE
Hapalogenys kishinouyei,NA,NA,NE
Hyperoglyphe japonica,NA,NA,NE
Helicolenus hilgendorfii,NA,NA,NE
Pseudorhombus oligodon,NA,NA,NE
Cynoglossus robustus,NA,NA,NE
Paraplagusia longirostris,NA,NA,NE
Bregmaceros lanceolatus,NA,NA,NE
Himantura bleekeri,NA,NA,NE
Amblyeleotris diagonalis,NA,NA,NE
Uranoscopus sulphureus,NA,NA,NE
Parapercis snyderi,NA,NA,NE
Odontamblyopus rubicundus,NA,NA,NE
Pennahia anea,NA,NA,NE
Cheilopogon spilonotopterus,NA,NA,NE
Cypselurus angusticeps,NA,NA,NE
Hirundichthys albimaculatus,NA,NA,NE
Diplogrammus goramensis,NA,NA,NE
Cryptocentrus leucostictus,NA,NA,NE
Arnoglossus aspilos,NA,NA,NE
Histiophryne cryptacanthus,NA,NA,NE
Halieutaea brevicauda,NA,NA,NE
Centroberyx lineatus,NA,NA,NE
Trachipterus jacksonensis,NA,NA,NE
Hemiramphus archipelagicus,NA,NA,NE
Platax boersii,NA,NA,NE
Solea ovata,NA,NA,NE
Synaptura commersonnii,NA,NA,NE
Zebrias synapturoides,NA,NA,NE
Plectranthias wheeleri,NA,NA,NE
Strongylura urvillii,NA,NA,NE
Tylosurus punctulatus,NA,NA,NE
Lophonectes gallus,NA,NA,NE
Gymnothorax monostigma,NA,NA,NE
Nansenia ardesiaca,NA,NA,NE
Epigonus macrops,NA,NA,NE
Foa fo,NA,NA,NE
Gymnapogon annona,NA,NA,NE
Cercamia eremia,NA,NA,NE
Jaydia argyrogaster,NA,NA,NE
Siphamia cuneiceps,NA,NA,NE
Siphamia majimai,NA,NA,NE
Siphamia tubulata,NA,NA,NE
Amniataba caudavittata,NA,NA,NE
Assessor flavissimus,NA,NA,NE
Branchiostegus wardi,NA,NA,NE
Plesiops cephalotaenia,NA,NA,NE
Plesiops corallicola,NA,NA,NE
Steeneichthys plesiopsus,NA,NA,NE
Pseudochromis flammicauda,NA,NA,NE
Ogilbyina queenslandiae,NA,NA,NE
Pseudochromis wilsoni,NA,NA,NE
Atherinomorus insularum,NA,NA,NE
Sphyraenops bairdianus,NA,NA,NE
Chelidoperca margaritifera,NA,NA,NE
Hoplichthys citrinus,NA,NA,NE
Hoplichthys filamentosus,NA,NA,NE
Hoplichthys ogilbyi,NA,NA,NE
Nemipterus aurora,NA,NA,NE
Gibberichthys latifrons,NA,NA,NE
Cociella hutchinsi,NA,NA,NE
Nematops macrochirus,NA,NA,NE
Plagiopsetta glossa,NA,NA,NE
Poecilopsetta plinthus,NA,NA,NE
Samariscus sunieri,NA,NA,NE
Cymbacephalus staigeri,NA,NA,CR
Cymbacephalus staigeri,NA,NA,DD
Cymbacephalus staigeri,NA,NA,EN
Tripodichthys angustifrons,NA,NA,NE
Tripodichthys oxycephalus,NA,NA,NE
Johnius australis,NA,NA,NE
Paraheminodus murrayi,NA,NA,NE
Johnius carouna,NA,NA,NE
Pterygotrigla multiocellata,NA,NA,NE
Pterygotrigla macrorhynchus,NA,NA,NE
Sunagocia carbunculus,NA,NA,NE
Johnius macrorhynus,NA,NA,NE
Pterygotrigla hoplites,NA,NA,NE
Johnius weberi,NA,NA,NE
Johnius borneensis,NA,NA,NE
Crossorhombus kobensis,NA,NA,NE
Callanthias australis,NA,NA,NE
Centroberyx druzhinini,NA,NA,NE
Cheilopogon abei,NA,NA,NE
Cheilopogon arcticeps,NA,NA,NE
Cheilopogon intermedius,NA,NA,NE
Cheilopogon katoptron,NA,NA,NE
Cheilopogon spilopterus,NA,NA,NE
Cypselurus hexazona,NA,NA,NE
Cypselurus oligolepis,NA,NA,NE
Prognichthys brevipinnis,NA,NA,NE
Narcine brunnea,NA,NA,NE
Johnius plagiostoma,NA,NA,NE
Nibea squamosa,NA,NA,NE
Hypoatherina tropicalis,NA,NA,NE
Hypoatherina valenciennei,NA,NA,NE
Astronesthes fedorovi,NA,NA,NE
Iso rhothophilus,NA,NA,NE
Engyprosopon bleekeri,NA,NA,NE
Engyprosopon latifrons,NA,NA,NE
Laeops clarus,NA,NA,NE
Japonolaeops dentatus,NA,NA,NE
Engyprosopon mogkii,NA,NA,NE
Psettina variegata,NA,NA,NE
Uropterygius kamar,NA,NA,NE
Scolecenchelys laticaudata,NA,NA,NE
Hoplostethus japonicus,NA,NA,NE
Hoplostethus crassispinus,NA,NA,NE
Ophichthus erabo,NA,NA,CR
Ophichthus erabo,NA,NA,DD
Ophichthus erabo,NA,NA,EN
Ophichthus bonaparti,NA,NA,NE
Hoplostethus melanopterus,NA,NA,NE
Diretmoides veriginae,NA,NA,NE
Poromitra oscitans,NA,NA,NE
Acentrogobius viridipunctatus,NA,NA,NE
Paramugil parmatus,NA,NA,NE
Chaenogobius gulosus,NA,NA,NE
Moringua javanica,NA,NA,NE
Narcetes lloydi,NA,NA,NE
Johnius distinctus,NA,NA,NE
Ammodytoides renniei,NA,NA,NE
Bolinichthys pyrsobolus,NA,NA,NE
Coryphaenoides microps,NA,NA,NE
Paralepis brevirostris,NA,NA,NE
Rouleina squamilatera,NA,NA,NE
Astronesthes trifibulatus,NA,NA,NE
Eustomias bulbornatus,NA,NA,NE
Polyipnus omphus,NA,NA,NE
Scopelarchoides signifer,NA,NA,NE
Stemonosudis macrura,NA,NA,NE
Diaphus aliciae,NA,NA,NE
Diaphus fulgens,NA,NA,NE
Diaphus jenseni,NA,NA,NE
Diaphus knappi,NA,NA,NE
Diaphus malayanus,NA,NA,NE
Diaphus nielseni,NA,NA,NE
Diaphus parri,NA,NA,NE
Diaphus richardsoni,NA,NA,NE
Diaphus thiollierei,NA,NA,NE
Lampanyctus turneri,NA,NA,NE
Carapus mourlani,NA,NA,NE
Onuxodon parvibrachium,NA,NA,NE
Hyporhamphus balinensis,NA,NA,NE
Hyporhamphus neglectus,NA,NA,NE
Hyporhamphus neglectissimus,NA,NA,NE
Bathypterois guentheri,NA,NA,NE
Sphagemacrurus pumiliceps,NA,NA,NE
Encheliophis boraborensis,NA,NA,NE
Barathronus maculatus,NA,NA,NE
Solocisquama stellulata,NA,NA,NE
Coelophrys micropa,NA,NA,NE
Lepadichthys caritus,NA,NA,NE
Melamphaes danae,NA,NA,NE
Hemiramphus convexus,NA,NA,NE
Rhynchorhamphus naga,NA,NA,NE
Danaphryne nigrifilis,NA,NA,NE
Sphyraena chrysotaenia,NA,NA,NE
Opistognathus nigromarginatus,NA,NA,NE
Zenarchopterus buffonis,NA,NA,NE
Bathygobius laddi,NA,NA,NE
Callogobius flavobrunneus,NA,NA,NE
Zenarchopterus rasori,NA,NA,NE
Myripristis woodsi,NA,NA,NE
Gymnothorax tile,NA,NA,NE
Muraenichthys gymnopterus,NA,NA,NE
Symphurus marmoratus,NA,NA,NE
Uropterygius supraforatus,NA,NA,NE
Kaupichthys atronasus,NA,NA,NE
Ichthyapus vulturis,NA,NA,NE
Echelus uropterus,NA,NA,NE
Schismorhynchus labialis,NA,NA,NE
Acanthoplesiops hiatti,NA,NA,NE
Anaora tentaculata,NA,NA,NE
Callionymus delicatulus,NA,NA,CR
Callionymus delicatulus,NA,NA,DD
Callionymus delicatulus,NA,NA,EN
Callionymus enneactis,NA,NA,NE
Callionymus simplicicornis,NA,NA,NE
Synchiropus laddi,NA,NA,NE
Gobiodon albofasciatus,NA,NA,NE
Gobiodon quinquestrigatus,NA,NA,NE
Gobiopsis bravoi,NA,NA,NE
Kelloggella cardinalis,NA,NA,NE
Paragobiodon lacunicolus,NA,NA,NE
Paragobiodon modestus,NA,NA,NE
Paragobiodon melanosomus,NA,NA,NE
Pleurosicya muscarum,NA,NA,NE
Trimmatom eviotops,NA,NA,NE
Trimma naudei,NA,NA,NE
Synaphobranchus brevidorsalis,NA,NA,NE
Rhynchoconger ectenurus,NA,NA,NE
Myrophis microchir,NA,NA,NE
Xyrias revulsus,NA,NA,NE
Notacanthus abbotti,NA,NA,NE
Argentina kagoshimae,NA,NA,NE
Rouleina guentheri,NA,NA,NE
Xenodermichthys nodulosus,NA,NA,NE
Leptoderma retropinna,NA,NA,NE
Sigmops gracilis,NA,NA,CR
Sigmops gracilis,NA,NA,DD
Sigmops gracilis,NA,NA,EN
Polyipnus spinifer,NA,NA,NE
Polyipnus stereope,NA,NA,NE
Polyipnus matsubarai,NA,NA,NE
Bassogigas gillii,NA,NA,NE
Gonorynchus abbreviatus,NA,NA,NE
Moringua abbreviata,NA,NA,NE
Scopelosaurus hoedti,NA,NA,NE
Scopelosaurus mauli,NA,NA,NE
Myctophum orientale,NA,NA,NE
Lampanyctus acanthurus,NA,NA,NE
Diaphus kuroshio,NA,NA,NE
Pleurosicya annandalei,NA,NA,NE
Diaphus regani,NA,NA,NE
Neoscopelus porosus,NA,NA,NE
Lestidiops sphyraenopsis,NA,NA,NE
Lestidiops indopacifica,NA,NA,NE
Cheilopogon unicolor,NA,NA,NE
Pleurosicya mossambica,NA,NA,NE
Butis melanostigma,NA,NA,NE
Gymnothorax elegans,NA,NA,NE
Lepidion inosimae,NA,NA,NE
Gadella jordani,NA,NA,NE
Malthopsis mitrigera,NA,NA,NE
Gadomus multifilis,NA,NA,NE
Bathygadus antrodes,NA,NA,NE
Hymenocephalus longiceps,NA,NA,NE
Hymenocephalus striatissimus,NA,NA,NE
Hymenocephalus lethonemus,NA,NA,NE
Ventrifossa longibarbata,NA,NA,NE
Ventrifossa rhipidodorsalis,NA,NA,NE
Nezumia spinosa,NA,NA,NE
Coelorinchus smithi,NA,NA,NE
Pyramodon ventralis,NA,NA,NE
Dicrolene tristis,NA,NA,NE
Monomitopus kumae,NA,NA,NE
Monomitopus pallidus,NA,NA,NE
Neobythites stigmosus,NA,NA,NE
Diancistrus fuscus,NA,NA,NE
Lophiodes miacanthus,NA,NA,NE
Lophius litulon,NA,NA,NE
Dibranchus japonicus,NA,NA,NE
Gigantactis perlatus,NA,NA,NE
Gigantactis gargantua,NA,NA,NE
Aulotrachichthys prosthemius,NA,NA,NE
Echidna delicatula,NA,NA,NE
Uropterygius nagoensis,NA,NA,NE
Meadia abyssalis,NA,NA,NE
Coloconger raniceps,NA,NA,NE
Trachipterus ishikawae,NA,NA,NE
Cyttomimus affinis,NA,NA,NE
Zenion japonicum,NA,NA,NE
Plicofollis nella,NA,NA,NE
Synagrops serratospinosus,NA,NA,NE
Synagrops analis,NA,NA,NE
Neoscombrops pacificus,NA,NA,NE
Bathysphyraenops simplex,NA,NA,NE
Howella parini,NA,NA,NE
Howella zina,NA,NA,NE
Ostracoberyx dorygenys,NA,NA,NE
Chelidoperca pleurospilus,NA,NA,NE
Pseudanthias elongatus,NA,NA,NE
Plesiops oxycephalus,NA,NA,NE
Ostorhinchus parvulus,NA,NA,NE
Pristicon rhodopterus,NA,NA,NE
Epigonus atherinoides,NA,NA,NE
Equulites rivulatus,NA,NA,NE
Brama myersi,NA,NA,NE
Eumegistus illustris,NA,NA,NE
Pseudoscopelus sagamianus,NA,NA,NE
Bembrops caudimacula,NA,NA,NE
Bembrops filiferus,NA,NA,CR
Bembrops filiferus,NA,NA,DD
Bembrops filiferus,NA,NA,EN
Chrionema chryseres,NA,NA,NE
Parapercis muronis,NA,NA,NE
Parioglossus dotui,NA,NA,CR
Parioglossus dotui,NA,NA,DD
Parioglossus dotui,NA,NA,EN
Acentrogobius janthinopterus,NA,NA,NE
Acentrogobius moloanus,NA,NA,NE
Acentrogobius multifasciatus,NA,NA,NE
Acentrogobius suluensis,NA,NA,NE
Gnatholepis anjerensis,NA,NA,NE
Hazeus otakii,NA,NA,NE
Collichthys lucidus,NA,NA,NE
Cryptocentrus albidorsus,NA,NA,NE
Cryptocentrus nigrocellatus,NA,NA,NE
Myersina filifer,NA,NA,NE
Myersina macrostoma,NA,NA,NE
Myersina nigrivirgata,NA,NA,NE
Tomiyamichthys oni,NA,NA,NE
Apogon nitidus,NA,NA,NE
Callogobius snelliusi,NA,NA,NE
Gobiodon multilineatus,NA,NA,CR
Gobiodon multilineatus,NA,NA,DD
Gobiodon multilineatus,NA,NA,EN
Lubricogobius exiguus,NA,NA,NE
Gobiopsis aporia,NA,NA,NE
Gobiopsis arenaria,NA,NA,NE
Mugilogobius tagala,NA,NA,NE
Parachaeturichthys polynema,NA,NA,NE
Parkraemeria ornata,NA,NA,CR
Parkraemeria ornata,NA,NA,DD
Parkraemeria ornata,NA,NA,EN
Bathygobius petrophilus,NA,NA,NE
Luposicya lupus,NA,NA,NE
Apogon unicolor,NA,NA,NE
Stichaeus grigorjewi,NA,NA,NE
Sebastes owstoni,NA,NA,NE
Sebastes trivittatus,NA,NA,NE
Sebastiscus albofasciatus,NA,NA,NE
Helicolenus avius,NA,NA,NE
Adelosebastes latens,NA,NA,NE
Symphurus septemstriatus,NA,NA,NE
Minous pusillus,NA,NA,NE
Samariscus longimanus,NA,NA,NE
Ocosia fasciata,NA,NA,NE
Paraploactis kagoshimensis,NA,NA,NE
Hoplichthys langsdorfii,NA,NA,NE
Lepidotrigla alata,NA,NA,NE
Lepidotrigla abyssalis,NA,NA,NE
Peristedion orientale,NA,NA,NE
Peristedion nierstraszi,NA,NA,NE
Aseraggodes kaianus,NA,NA,NE
Aseraggodes dubius,NA,NA,NE
Liparis tessellatus,NA,NA,NE
Paraliparis rosaceus,NA,NA,NE
Draconetta xenica,NA,NA,NE
Bathycallionymus kaianus,NA,NA,NE
Callionymus formosanus,NA,NA,NE
Psettina tosana,NA,NA,NE
Aseraggodes kobensis,NA,NA,NE
Symphurus orientalis,NA,NA,NE
Paratriacanthodes retrospinis,NA,NA,NE
Thamnaconus septentrionalis,NA,NA,NE
Kentrocapros aculeatus,NA,NA,NE
Kentrocapros flavofasciatus,NA,NA,NE
Lagocephalus wheeleri,NA,NA,NE
Ostorhinchus jenkinsi,NA,NA,NE
Gnathophis umbrellabius,NA,NA,NE
Pictichromis diadema,NA,NA,NE
Pseudochromis perspicillatus,NA,NA,NE
Brachirus aspilos,NA,NA,NE
Serrivomer jesperseni,NA,NA,NE
Polyipnus aquavitus,NA,NA,NE
Polyipnus ruggeri,NA,NA,NE
Bathophilus abarbatus,NA,NA,NE
Photonectes gracilis,NA,NA,NE
Nemapteryx armiger,NA,NA,NE
Netuma proxima,NA,NA,NE
Paraplagusia sinerama,NA,NA,NE
Saurida filamentosa,NA,NA,NE
Lestrolepis japonica,NA,NA,NE
Symphurus woodmasoni,NA,NA,NE
Himantolophus appelii,NA,NA,NE
Oneirodes sabex,NA,NA,NE
Linophryne densiramus,NA,NA,NE
Leptosynanceia asteroblepa,NA,NA,NE
Linophryne indica,NA,NA,NE
Secutor megalolepis,NA,NA,NE
Gerres macracanthus,NA,NA,NE
Bregmaceros japonicus,NA,NA,NE
Odontanthias unimaculatus,NA,NA,NE
Sacura margaritacea,NA,NA,NE
Bregmaceros rarisquamosus,NA,NA,NE
Glyptophidium japonicum,NA,NA,NE
Glyptophidium lucidum,NA,NA,NE
Dermatopsis macrodon,NA,NA,NE
Diancistrus longifilis,NA,NA,NE
Eurypleuron owasianum,NA,NA,NE
Sebastes oblongus,NA,NA,NE
Conidens laticephalus,NA,NA,NE
Cetonurus crassiceps,NA,NA,NE
Bothrocara hollandi,NA,NA,NE
Ostorhinchus ocellicaudus,NA,NA,NE
Ostorhinchus nanus,NA,NA,NE
Eleutherochir opercularis,NA,NA,NE
Ostorhinchus franssedai,NA,NA,NE
Butis humeralis,NA,NA,NE
Acentrogobius cyanomos,NA,NA,NE
Lutjanus rufolineatus,NA,NA,NE
Fowleria flammea,NA,NA,NE
Hemigobius hoevenii,NA,NA,NE
Parapocryptes serperaster,NA,NA,NE
Periophthalmus chrysospilos,NA,NA,NE
Redigobius tambujon,NA,NA,CR
Redigobius tambujon,NA,NA,DD
Redigobius tambujon,NA,NA,EN
Siphamia jebbi,NA,NA,NE
Ostorhinchus cavitensis,NA,NA,NE
Taenioides anguillaris,NA,NA,NE
Istigobius diadema,NA,NA,NE
Secutor interruptus,NA,NA,NE
Callionymus fluviatilis,NA,NA,NE
Gobiopsis macrostoma,NA,NA,NE
Scopelogadus bispinosus,NA,NA,NE
Cyclothone signata,NA,NA,NE
Benthalbella linguidens,NA,NA,NE
Acanthosphex leurynnis,NA,NA,NE
Bathygobius coalitus,NA,NA,NE
Pempheris adusta,NA,NA,NE
Eviota guttata,NA,NA,NE
Oplopomus caninoides,NA,NA,NE
Pleurosicya micheli,NA,NA,NE
Trimma flammeum,NA,NA,NE
Kaupichthys diodontus,NA,NA,NE
Plectorhinchus vittatus,NA,NA,NE
Cryptocentrus cryptocentrus,NA,NA,NE
Cryptocentrus leptocephalus,NA,NA,NE
Callionymus valenciennei,NA,NA,NE
Repomucenus virgis,NA,NA,NE
Diplogrammus xenicus,NA,NA,NE
Rhinopias eschmeyeri,NA,NA,NE
Myripristis botche,NA,NA,NE
Pleurosicya fringilla,NA,NA,NE
Pleurosicya boldinghi,NA,NA,NE
Tetragonurus pacificus,NA,NA,NE
Apogonichthyoides pseudotaeniatus,NA,NA,NE
Hypseleotris guentheri,NA,NA,NE
Fusigobius inframaculatus,NA,NA,NE
Synchiropus moyeri,NA,NA,NE
Ostorhinchus selas,NA,NA,NE
Gymnothorax angusticauda,NA,NA,NE
Gymnothorax moluccensis,NA,NA,NE
Alionematichthys riukiuensis,NA,NA,NE
Gymnothorax punctatofasciatus,NA,NA,NE
Uropterygius polyspilus,NA,NA,NE
Scorpaenodes corallinus,NA,NA,NE
Uropterygius fasciolatus,NA,NA,NE
Sigmops ebelingi,NA,NA,NE
Vinciguerria lucetia,NA,NA,NE
Valenciennellus carlsbergi,NA,NA,NE
Bathophilus kingi,NA,NA,NE
Lestrolepis luetkeni,NA,NA,NE
Coccorella atrata,NA,NA,NE
Diceratias bispinosus,NA,NA,NE
Ventrifossa johnboborum,NA,NA,NE
Adventor elongatus,NA,NA,NE
Apogon dammermani,NA,NA,NE
Photopectoralis aureus,NA,NA,NE
Pomadasys trifasciatus,NA,NA,NE
Notograptus guttatus,NA,NA,NE
Enneapterygius fasciatus,NA,NA,NE
Callionymus keeleyi,NA,NA,NE
Synchiropus bartelsi,NA,NA,NE
Amoya gracilis,NA,NA,NE
Amblygobius esakiae,NA,NA,NE
Callogobius hastatus,NA,NA,NE
Gobiodon heterospilos,NA,NA,NE
Lophogobius bleekeri,NA,NA,NE
Boleophthalmus birdsongi,NA,NA,NE
Ilisha lunula,NA,NA,NE
Polyipnus unispinus,NA,NA,NE
Dysommina rugosa,NA,NA,NE
Trimma sheppardi,NA,NA,CR
Trimma sheppardi,NA,NA,DD
Trimma sheppardi,NA,NA,EN
Ocosia apia,NA,NA,NE
Halicampus spinirostris,NA,NA,NE
Bathyclupea argentea,NA,NA,NE
Minous inermis,NA,NA,NE
Cirrhitichthys calliurus,NA,NA,NE
Callionymus hindsii,NA,NA,NE
Lobulogobius omanensis,NA,NA,NE
Bathygobius meggitti,NA,NA,NE
Ostorhinchus holotaenia,NA,NA,NE
Pseudochromis andamanensis,NA,NA,NE
Pseudochromis elongatus,NA,NA,NE
Amblyeleotris yanoi,NA,NA,NE
Ceratobregma helenae,NA,NA,NE
Serrivomer samoensis,NA,NA,CR
Serrivomer samoensis,NA,NA,DD
Serrivomer samoensis,NA,NA,EN
Bathophilus filifer,NA,NA,NE
Diaphus pacificus,NA,NA,NE
Amblyeleotris latifasciata,NA,NA,NE
Lampanyctus macropterus,NA,NA,NE
Congriscus maldivensis,NA,NA,NE
Bathygadus spongiceps,NA,NA,NE
Bassozetus glutinosus,NA,NA,NE
Favonigobius lateralis,NA,NA,NE
Polyipnus laternatus,NA,NA,NE
Pholidichthys anguis,NA,NA,NE
Onigocia sibogae,NA,NA,CR
Onigocia sibogae,NA,NA,DD
Onigocia sibogae,NA,NA,EN
Symphurus microrhynchus,NA,NA,NE
Lycenchelys ratmanovi,NA,NA,NE
Favonigobius gymnauchen,NA,NA,NE
Yongeichthys criniger,NA,NA,NE
Lestidiops pacificus,NA,NA,NE
Choerodon azurio,NA,NA,DD
Callionymus pleurostictus,NA,NA,NE
Plectorhinchus lessonii,NA,NA,NE
Allenbatrachus reticulatus,NA,NA,NE
Callionymus brevianalis,NA,NA,NE
Astronesthes luetkeni,NA,NA,NE
Gymnothorax minor,NA,NA,NE
Plesiops auritus,NA,NA,NE
Plesiops gracilis,NA,NA,NE
Plesiops polydactylus,NA,NA,NE
Plesiops verecundus,NA,NA,NE
Uropterygius xenodontus,NA,NA,NE
Dactyloptena tiltoni,NA,NA,NE
Malacocottus aleuticus,NA,NA,NE
Gazza dentex,NA,NA,NE
Bembras longipinnis,NA,NA,NE
Astronesthes bilobatus,NA,NA,NE
Cepola australis,NA,NA,NE
Paramonacanthus otisensis,NA,NA,NE
Maurolicus javanicus,NA,NA,NE
Gymnothorax robinsi,NA,NA,NE
Gadomus denticulatus,NA,NA,NE
Gadomus introniger,NA,NA,NE
Parascorpaena maculipinnis,NA,NA,NE
Trachonurus sentipellis,NA,NA,NE
Hymenocephalus longipes,NA,NA,NE
Lucigadus nigromarginatus,NA,NA,NE
Priolepis nuchifasciata,NA,NA,NE
Trimma necopina,NA,NA,NE
Atypichthys strigatus,NA,NA,NE
Brama pauciradiata,NA,NA,NE
Polyipnus meteori,NA,NA,NE
Polyipnus soelae,NA,NA,NE
Polymixia longispina,NA,NA,NE
Bathyclupea gracilis,NA,NA,NE
Gymnothorax albimarginatus,NA,NA,NE
Champsodon atridorsalis,NA,NA,NE
Champsodon sagittus,NA,NA,NE
Champsodon vorax,NA,NA,NE
Sebastapistes nuchalis,NA,NA,NE
Pogonoperca ocellata,NA,NA,NE
Moringua macrochir,NA,NA,NE
Apterichtus flavicaudus,NA,NA,NE
